LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-50,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-50,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:34,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:34,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:34,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:34,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:34,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:34,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-50,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:34,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:36,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:36,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:36,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:36,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:36,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-50,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:37,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-49,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:37,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:38,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:39,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:40,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:40,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:41,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:41,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:41,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:41,1900-01-00 00:00:00,SpectrumSetup-43,A4:97:33:08:59:41,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-82,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-46,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-46,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-84,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-46,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-46,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-48,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
2021-09-08 03:00:42,1900-01-00 00:00:00,,90:F1:AA:E6:FD:FF,-47,,0.000000,0.000000,0.000,0.000,Client
